analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered,panel,budget
schafer_phyllosphere_2022,20,ok,189,10,179,20,LENS distributed,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,0,20,0.137254901960784,0.0529100529100529,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,20,ok,189,10,179,50,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,20,ok,189,10,179,50,LENS restricted,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,20,ok,189,10,179,50,LENS distributed,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,1,49,0.333333333333333,0.301587301587302,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,20,ok,189,10,179,100,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,20,ok,189,10,179,100,LENS restricted,0.232671927796151,0.857541899441341,TRUE,lambda=0.01,1,99,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,20,ok,189,10,179,100,LENS distributed,0.364167040423207,0.850837988826816,FALSE,lambda=10,3,97,0.470588235294118,0.444444444444444,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,20,ok,189,10,179,200,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,20,ok,189,10,179,200,LENS restricted,0.300546956530938,0.868156424581006,FALSE,lambda=10,3,197,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,20,ok,189,10,179,200,LENS distributed,0.329710592174418,0.725139664804469,FALSE,lambda=1,4,196,0.686274509803922,0.666666666666667,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,20,ok,189,10,179,357,OneNet,0.395954569774795,0.920949720670391,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,20,ok,189,10,179,357,LENS restricted,0.204289469680255,0.693854748603352,FALSE,lambda=0.01,5,352,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,20,ok,189,10,179,357,LENS distributed,0.35375663358465,0.870391061452514,FALSE,lambda=10,5,352,0.92156862745098,0.920634920634921,Schäfer (20/20 partitions),357
