analysis_set,repeat,status,test_pairs,test_interactions,test_neutrals,budget_pairs,method,auprc,auroc,fallback,selected_setting,training_interactions,training_neutrals,test_taxon_coverage,test_pairs_both_taxa_covered,panel,budget
carlstrom_phyllosphere_2019,17,ok,176,24,152,10,LENS restricted,0.180204628609734,0.583333333333333,FALSE,lambda=10,3,7,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,17,ok,176,24,152,10,LENS distributed,0.158885132839344,0.510142543859649,TRUE,lambda=0.01,1,9,0.227272727272727,0.0568181818181818,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,17,ok,176,24,152,20,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,17,ok,176,24,152,20,LENS restricted,0.206913296514747,0.660635964912281,FALSE,lambda=1,4,16,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,17,ok,176,24,152,20,LENS distributed,0.153476200943029,0.520559210526316,FALSE,lambda=10,3,17,0.409090909090909,0.204545454545455,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,17,ok,176,24,152,50,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,17,ok,176,24,152,50,LENS restricted,0.16287015840709,0.530427631578947,FALSE,lambda=10,7,43,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,17,ok,176,24,152,50,LENS distributed,0.169517933268929,0.55921052631579,FALSE,lambda=0.01,4,46,0.636363636363636,0.482954545454545,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,17,ok,176,24,152,100,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,17,ok,176,24,152,100,LENS restricted,0.180341507139054,0.558662280701754,FALSE,lambda=0.01,13,87,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,17,ok,176,24,152,100,LENS distributed,0.161441819556302,0.516447368421053,FALSE,lambda=10,10,90,0.818181818181818,0.75,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,17,ok,176,24,152,200,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,17,ok,176,24,152,200,LENS restricted,0.166268210458649,0.542763157894737,FALSE,lambda=0.01,22,178,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,17,ok,176,24,152,200,LENS distributed,0.19133064395286,0.61156798245614,FALSE,lambda=0.1,26,174,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,17,ok,176,24,152,275,OneNet,0.125029240092056,0.452850877192982,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,17,ok,176,24,152,275,LENS restricted,0.222125748707326,0.647752192982456,FALSE,lambda=0.01,31,244,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,17,ok,176,24,152,275,LENS distributed,0.177500796848136,0.606085526315789,FALSE,lambda=0.1,32,243,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,18,ok,186,28,158,5,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,18,ok,186,28,158,5,LENS restricted,0.140135790387988,0.436030741410488,TRUE,lambda=0.01,0,5,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,18,ok,186,28,158,5,LENS distributed,0.140135790387988,0.436030741410488,TRUE,lambda=0.01,1,4,0.0909090909090909,0.0053763440860215,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,18,ok,186,28,158,10,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,18,ok,186,28,158,10,LENS restricted,0.140135790387988,0.436030741410488,TRUE,lambda=0.01,0,10,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,18,ok,186,28,158,10,LENS distributed,0.140135790387988,0.436030741410488,TRUE,lambda=10,2,8,0.272727272727273,0.0806451612903225,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,18,ok,186,28,158,20,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,18,ok,186,28,158,20,LENS restricted,0.140135790387988,0.436030741410488,TRUE,lambda=0.01,1,19,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,18,ok,186,28,158,20,LENS distributed,0.140135790387988,0.436030741410488,TRUE,lambda=10,2,18,0.409090909090909,0.188172043010753,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,18,ok,186,28,158,50,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,18,ok,186,28,158,50,LENS restricted,0.131860032317656,0.426084990958409,FALSE,lambda=10,3,47,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,18,ok,186,28,158,50,LENS distributed,0.146364394422907,0.476717902350814,FALSE,lambda=10,4,46,0.681818181818182,0.483870967741936,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,18,ok,186,28,158,100,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,18,ok,186,28,158,100,LENS restricted,0.1260634746551,0.409358047016275,FALSE,lambda=0.01,6,94,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,18,ok,186,28,158,100,LENS distributed,0.180244478677837,0.59629294755877,FALSE,lambda=0.01,7,93,0.954545454545455,0.935483870967742,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,18,ok,186,28,158,200,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,18,ok,186,28,158,200,LENS restricted,0.206804238750775,0.614150090415913,FALSE,lambda=0.01,15,185,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,18,ok,186,28,158,200,LENS distributed,0.175217387112027,0.577983725135624,FALSE,lambda=1,21,179,1,1,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,18,ok,186,28,158,275,OneNet,0.140182258590393,0.467224231464738,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,18,ok,186,28,158,275,LENS restricted,0.226289575617845,0.643987341772152,FALSE,lambda=0.01,20,255,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,18,ok,186,28,158,275,LENS distributed,0.19156922697268,0.632233273056058,FALSE,lambda=0.01,32,243,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,19,ok,176,23,153,5,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,19,ok,176,23,153,5,LENS restricted,0.189297901603744,0.493037794828076,TRUE,lambda=0.01,0,5,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,19,ok,176,23,153,5,LENS distributed,0.189297901603744,0.493037794828076,TRUE,lambda=0.01,0,5,0.0909090909090909,0.0056818181818181,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,19,ok,176,23,153,10,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,19,ok,176,23,153,10,LENS restricted,0.189297901603744,0.493037794828076,TRUE,lambda=0.01,1,9,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,19,ok,176,23,153,10,LENS distributed,0.189297901603744,0.493037794828076,TRUE,lambda=0.01,1,9,0.181818181818182,0.034090909090909,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,19,ok,176,23,153,20,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,19,ok,176,23,153,20,LENS restricted,0.189297901603744,0.493037794828076,TRUE,lambda=0.01,1,19,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,19,ok,176,23,153,20,LENS distributed,0.189297901603744,0.493037794828076,TRUE,lambda=10,2,18,0.318181818181818,0.113636363636364,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,19,ok,176,23,153,50,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,19,ok,176,23,153,50,LENS restricted,0.122181863072384,0.385336743393009,FALSE,lambda=0.01,5,45,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,19,ok,176,23,153,50,LENS distributed,0.324678678618498,0.753054845126456,FALSE,lambda=1,8,42,0.545454545454545,0.340909090909091,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,19,ok,176,23,153,100,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,19,ok,176,23,153,100,LENS restricted,0.104807119421219,0.38590508667235,FALSE,lambda=0.1,12,88,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,19,ok,176,23,153,100,LENS distributed,0.279594545113204,0.61409491332765,FALSE,lambda=0.1,15,85,0.818181818181818,0.75,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,19,ok,176,23,153,200,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,19,ok,176,23,153,200,LENS restricted,0.228761626943799,0.712702472293265,FALSE,lambda=1,22,178,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,19,ok,176,23,153,200,LENS distributed,0.320017343627514,0.699346405228758,FALSE,lambda=0.1,26,174,0.909090909090909,0.875,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,19,ok,176,23,153,275,OneNet,0.119026567842716,0.446717817561807,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,19,ok,176,23,153,275,LENS restricted,0.335631473020134,0.766695083830634,FALSE,lambda=0.1,30,245,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,19,ok,176,23,153,275,LENS distributed,0.326996703658889,0.744529695936346,FALSE,lambda=0.1,34,241,1,1,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,20,ok,176,23,153,5,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,20,ok,176,23,153,5,LENS restricted,0.137846901031037,0.439045183290708,TRUE,lambda=0.01,0,5,0,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,20,ok,176,23,153,5,LENS distributed,0.137846901031037,0.439045183290708,TRUE,lambda=0.01,1,4,0.0454545454545454,0,Carlström (20/20 partitions),5
carlstrom_phyllosphere_2019,20,ok,176,23,153,10,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,20,ok,176,23,153,10,LENS restricted,0.137846901031037,0.439045183290708,TRUE,lambda=0.01,0,10,0,0,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,20,ok,176,23,153,10,LENS distributed,0.137846901031037,0.439045183290708,TRUE,lambda=10,2,8,0.136363636363636,0.0170454545454545,Carlström (20/20 partitions),10
carlstrom_phyllosphere_2019,20,ok,176,23,153,20,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,20,ok,176,23,153,20,LENS restricted,0.137846901031037,0.439045183290708,TRUE,lambda=10,2,18,0,0,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,20,ok,176,23,153,20,LENS distributed,0.138526284263139,0.531400966183575,FALSE,lambda=1,4,16,0.409090909090909,0.1875,Carlström (20/20 partitions),20
carlstrom_phyllosphere_2019,20,ok,176,23,153,50,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,20,ok,176,23,153,50,LENS restricted,0.125503812185408,0.47229326513214,FALSE,lambda=1,5,45,0,0,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,20,ok,176,23,153,50,LENS distributed,0.133468152262734,0.489343563512361,FALSE,lambda=1,8,42,0.772727272727273,0.653409090909091,Carlström (20/20 partitions),50
carlstrom_phyllosphere_2019,20,ok,176,23,153,100,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,20,ok,176,23,153,100,LENS restricted,0.146605718623635,0.516624040920716,FALSE,lambda=1,9,91,0,0,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,20,ok,176,23,153,100,LENS distributed,0.212443954927016,0.660414890593919,FALSE,lambda=0.1,13,87,0.818181818181818,0.75,Carlström (20/20 partitions),100
carlstrom_phyllosphere_2019,20,ok,176,23,153,200,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,20,ok,176,23,153,200,LENS restricted,0.188024023358455,0.554134697357204,FALSE,lambda=1,20,180,0,0,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,20,ok,176,23,153,200,LENS distributed,0.217693659981269,0.678033532253481,FALSE,lambda=0.1,29,171,0.954545454545455,0.9375,Carlström (20/20 partitions),200
carlstrom_phyllosphere_2019,20,ok,176,23,153,275,OneNet,0.127816322332703,0.489485649332197,,"",,,,,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,20,ok,176,23,153,275,LENS restricted,0.228571533641993,0.596476271668088,FALSE,lambda=0.1,28,247,0,0,Carlström (20/20 partitions),275
carlstrom_phyllosphere_2019,20,ok,176,23,153,275,LENS distributed,0.218533208249088,0.691673770957659,FALSE,lambda=0.1,31,244,1,1,Carlström (20/20 partitions),275
schafer_phyllosphere_2022,1,ok,279,17,262,5,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,1,ok,279,17,262,5,LENS restricted,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,1,ok,279,17,262,5,LENS distributed,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,0,5,0.0392156862745098,0.003584229390681,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,1,ok,279,17,262,10,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,1,ok,279,17,262,10,LENS restricted,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,1,ok,279,17,262,10,LENS distributed,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,0,10,0.0784313725490196,0.017921146953405,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,1,ok,279,17,262,20,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,1,ok,279,17,262,20,LENS restricted,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,19,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,1,ok,279,17,262,20,LENS distributed,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,0,20,0.196078431372549,0.10752688172043,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,1,ok,279,17,262,50,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,1,ok,279,17,262,50,LENS restricted,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,49,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,1,ok,279,17,262,50,LENS distributed,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,49,0.372549019607843,0.326164874551971,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,1,ok,279,17,262,100,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,1,ok,279,17,262,100,LENS restricted,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,99,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,1,ok,279,17,262,100,LENS distributed,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,99,0.568627450980392,0.537634408602151,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,1,ok,279,17,262,200,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,1,ok,279,17,262,200,LENS restricted,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,199,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,1,ok,279,17,262,200,LENS distributed,0.350112209523625,0.891558149977548,TRUE,lambda=0.01,1,199,0.803921568627451,0.788530465949821,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,1,ok,279,17,262,357,OneNet,0.304999136758622,0.873821284238886,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,1,ok,279,17,262,357,LENS restricted,0.358430602041543,0.887067804220925,FALSE,lambda=10,3,354,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,1,ok,279,17,262,357,LENS distributed,0.436919870242029,0.89178266726538,FALSE,lambda=0.01,8,349,0.941176470588235,0.935483870967742,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,2,ok,96,2,94,5,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,2,ok,96,2,94,5,LENS restricted,0.416666666666667,0.978723404255319,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,2,ok,96,2,94,5,LENS distributed,0.416666666666667,0.978723404255319,TRUE,lambda=0.01,0,5,0.0588235294117647,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,2,ok,96,2,94,10,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,2,ok,96,2,94,10,LENS restricted,0.416666666666667,0.978723404255319,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,2,ok,96,2,94,10,LENS distributed,0.416666666666667,0.978723404255319,TRUE,lambda=0.01,0,10,0.137254901960784,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,2,ok,96,2,94,20,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,2,ok,96,2,94,20,LENS restricted,0.416666666666667,0.978723404255319,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,2,ok,96,2,94,20,LENS distributed,0.416666666666667,0.978723404255319,TRUE,lambda=0.01,0,20,0.176470588235294,0.0729166666666666,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,2,ok,96,2,94,50,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,2,ok,96,2,94,50,LENS restricted,0.416666666666667,0.978723404255319,TRUE,lambda=10,2,48,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,2,ok,96,2,94,50,LENS distributed,0.416666666666667,0.978723404255319,TRUE,lambda=10,2,48,0.411764705882353,0.395833333333333,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,2,ok,96,2,94,100,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,2,ok,96,2,94,100,LENS restricted,0.225,0.946808510638298,FALSE,lambda=10,3,97,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,2,ok,96,2,94,100,LENS distributed,0.211111111111111,0.941489361702128,FALSE,lambda=10,5,95,0.647058823529412,0.635416666666667,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,2,ok,96,2,94,200,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,2,ok,96,2,94,200,LENS restricted,0.25,0.952127659574468,FALSE,lambda=10,7,193,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,2,ok,96,2,94,200,LENS distributed,0.11063829787234,0.48936170212766,FALSE,lambda=0.01,8,192,0.843137254901961,0.833333333333333,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,2,ok,96,2,94,357,OneNet,0.833333333333333,0.99468085106383,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,2,ok,96,2,94,357,LENS restricted,0.0439716312056737,0.436170212765957,FALSE,lambda=0.01,9,348,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,2,ok,96,2,94,357,LENS distributed,0.242857142857143,0.952127659574468,FALSE,lambda=10,15,342,1,1,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,3,ok,279,8,271,5,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,3,ok,279,8,271,5,LENS restricted,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,3,ok,279,8,271,5,LENS distributed,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,0,5,0.0392156862745098,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,3,ok,279,8,271,10,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,3,ok,279,8,271,10,LENS restricted,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,3,ok,279,8,271,10,LENS distributed,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,0,10,0.117647058823529,0.046594982078853,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,3,ok,279,8,271,20,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,3,ok,279,8,271,20,LENS restricted,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,3,ok,279,8,271,20,LENS distributed,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,1,19,0.176470588235294,0.0931899641577061,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,3,ok,279,8,271,50,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,3,ok,279,8,271,50,LENS restricted,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,0,50,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,3,ok,279,8,271,50,LENS distributed,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,1,49,0.392156862745098,0.336917562724014,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,3,ok,279,8,271,100,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,3,ok,279,8,271,100,LENS restricted,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,1,99,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,3,ok,279,8,271,100,LENS distributed,0.276559186427607,0.914667896678967,TRUE,lambda=0.01,1,99,0.529411764705882,0.483870967741936,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,3,ok,279,8,271,200,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,3,ok,279,8,271,200,LENS restricted,0.292990939329143,0.918357933579336,FALSE,lambda=10,3,197,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,3,ok,279,8,271,200,LENS distributed,0.291751998001998,0.912361623616236,FALSE,lambda=10,3,197,0.745098039215686,0.720430107526882,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,3,ok,279,8,271,357,OneNet,0.120898977425099,0.851706642066421,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,3,ok,279,8,271,357,LENS restricted,0.354292582417582,0.849630996309963,FALSE,lambda=0.1,7,350,0,0,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,3,ok,279,8,271,357,LENS distributed,0.31603914913273,0.925738007380074,FALSE,lambda=10,10,347,0.92156862745098,0.913978494623656,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,4,ok,237,6,231,5,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,4,ok,237,6,231,5,LENS restricted,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,5,0,0,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,4,ok,237,6,231,5,LENS distributed,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,5,0.0588235294117647,0.0126582278481012,Schäfer (20/20 partitions),5
schafer_phyllosphere_2022,4,ok,237,6,231,10,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,4,ok,237,6,231,10,LENS restricted,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,10,0,0,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,4,ok,237,6,231,10,LENS distributed,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,10,0.0980392156862745,0.0379746835443038,Schäfer (20/20 partitions),10
schafer_phyllosphere_2022,4,ok,237,6,231,20,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,4,ok,237,6,231,20,LENS restricted,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,20,0,0,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,4,ok,237,6,231,20,LENS distributed,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,20,0.137254901960784,0.0632911392405063,Schäfer (20/20 partitions),20
schafer_phyllosphere_2022,4,ok,237,6,231,50,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,4,ok,237,6,231,50,LENS restricted,0.446983866557287,0.916305916305916,TRUE,lambda=10,2,48,0,0,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,4,ok,237,6,231,50,LENS distributed,0.446983866557287,0.916305916305916,TRUE,lambda=0.01,0,50,0.313725490196078,0.227848101265823,Schäfer (20/20 partitions),50
schafer_phyllosphere_2022,4,ok,237,6,231,100,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,4,ok,237,6,231,100,LENS restricted,0.274414442233354,0.884559884559885,FALSE,lambda=10,3,97,0,0,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,4,ok,237,6,231,100,LENS distributed,0.425762321980938,0.896825396825397,FALSE,lambda=10,3,97,0.607843137254902,0.582278481012658,Schäfer (20/20 partitions),100
schafer_phyllosphere_2022,4,ok,237,6,231,200,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,4,ok,237,6,231,200,LENS restricted,0.0943234869705458,0.826839826839827,FALSE,lambda=0.01,5,195,0,0,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,4,ok,237,6,231,200,LENS distributed,0.428914141414141,0.907647907647908,FALSE,lambda=10,6,194,0.882352941176471,0.877637130801688,Schäfer (20/20 partitions),200
schafer_phyllosphere_2022,4,ok,237,6,231,357,OneNet,0.176002528089642,0.835858585858586,,"",,,,,Schäfer (20/20 partitions),357
schafer_phyllosphere_2022,4,ok,237,6,231,357,LENS restricted,0.447802556498209,0.928571428571429,FALSE,lambda=0.1,10,347,0,0,Schäfer (20/20 partitions),357
