analysis_set,design,taxon_fraction,repeat,selected_taxa,calibration_pairs,calibration_outcomes,calibration_positives,test_pairs,test_outcomes,test_positives,test_prevalence,model_fitted,supervised_auprc,mean_rank_auprc,supervised_minus_mean_rank,plnnetwork_auprc,poisson_glmnet_auprc,sparcc_auprc
butyrate_assembly_2021,distributed_pairs,0.2,55,5,7,7,5,97,97,71,0.7319587628865979,True,0.8252197390108953,0.7407687466805309,0.08445099233036435,0.7846941018917672,0.6874390043022327,0.8097242010769972
butyrate_assembly_2021,taxon_panel,0.2,56,5,6,6,5,52,52,31,0.5961538461538461,True,0.6004830100403468,0.6170243315632672,-0.016541321522920427,0.6911259728030776,0.5334922413476899,0.7039625209930458
butyrate_assembly_2021,distributed_pairs,0.2,56,5,6,6,4,98,98,72,0.7346938775510204,True,0.7033447080801096,0.7367249115795045,-0.033380203499394856,0.7944805569666803,0.6746145370815209,0.8053270557453173
butyrate_assembly_2021,taxon_panel,0.2,57,5,7,7,6,51,51,32,0.6274509803921569,True,0.6046550289787596,0.6050753768305013,-0.0004203478517417203,0.7538711746642126,0.5294864874154546,0.7112259426158063
butyrate_assembly_2021,distributed_pairs,0.2,57,5,7,7,6,97,97,70,0.7216494845360825,True,0.686885881328298,0.7300396007021148,-0.043153719373816846,0.7792912461696693,0.6638627160698661,0.8118349715380432
butyrate_assembly_2021,taxon_panel,0.2,58,5,4,4,1,69,69,58,0.8405797101449275,True,0.8769477496839103,0.8537390435554446,0.023208706128465706,0.8616546545666852,0.8560845423482368,0.9044585663529684
butyrate_assembly_2021,distributed_pairs,0.2,58,5,4,4,3,100,100,73,0.73,True,0.8098708254286946,0.7470192651015302,0.06285156032716444,0.7888840511437596,0.6923326058138572,0.8117519590348574
butyrate_assembly_2021,taxon_panel,0.2,61,5,4,4,1,66,66,56,0.8484848484848485,True,0.8569276009150514,0.8828571145816639,-0.025929513666612558,0.8671819588870846,0.8522342356497368,0.9222754136445429
butyrate_assembly_2021,distributed_pairs,0.2,61,5,4,4,3,100,100,73,0.73,True,0.7759433337520745,0.7353828390006856,0.0405604947513889,0.7852983569551195,0.6727560941649077,0.8105430377209033
butyrate_assembly_2021,taxon_panel,0.2,62,5,4,4,0,64,64,54,0.84375,False,0.84375,0.8674483247864719,-0.023698324786471936,0.8785373147703589,0.8588069338826039,0.908204604140314
butyrate_assembly_2021,distributed_pairs,0.2,62,5,4,4,2,100,100,74,0.74,True,0.6956035450833329,0.7440279551500278,-0.048424410066694956,0.7929167997303957,0.6790781866004441,0.8187080331663144
butyrate_assembly_2021,taxon_panel,0.2,64,5,7,7,2,49,49,42,0.8571428571428571,True,0.8762546442586296,0.8690848730725892,0.007169771186040452,0.8865011117957314,0.8829640464261275,0.8908110397319674
butyrate_assembly_2021,distributed_pairs,0.2,64,5,7,7,7,97,97,69,0.711340206185567,False,0.711340206185567,0.7172785780972917,-0.005938371911724638,0.7765339995759111,0.6530877134098143,0.8046489892042228
butyrate_assembly_2021,taxon_panel,0.2,65,5,3,3,2,67,67,47,0.7014925373134329,True,0.7737100300436268,0.7500558360604284,0.023654193983198457,0.7894188797463692,0.6504722331487136,0.8055563670004265
