analysis_set,design,taxon_fraction,repeat,calibration_pairs,test_pairs,test_positives,method,auprc,auroc
butyrate_assembly_2021,taxon_panel,0.2,37,4,52,31,Mean rank,0.5765514522098323,0.4700460829493088
butyrate_assembly_2021,taxon_panel,0.2,37,4,52,31,SPIEC-EASI,0.609181141439206,0.5161290322580645
butyrate_assembly_2021,distributed_pairs,0.2,37,4,100,74,PLNNetwork,0.8205972076216642,0.6065488565488566
butyrate_assembly_2021,distributed_pairs,0.2,37,4,100,74,Poisson GLMNet,0.7092025298771575,0.45452182952182957
butyrate_assembly_2021,distributed_pairs,0.2,37,4,100,74,SparCC,0.8235510732210994,0.604989604989605
butyrate_assembly_2021,distributed_pairs,0.2,37,4,100,74,Mean rank,0.7719260702828556,0.5865384615384616
butyrate_assembly_2021,distributed_pairs,0.2,37,4,100,74,SPIEC-EASI,0.7435135135135135,0.5067567567567568
butyrate_assembly_2021,taxon_panel,0.2,40,4,65,54,PLNNetwork,0.853892930085565,0.5016835016835017
butyrate_assembly_2021,taxon_panel,0.2,40,4,65,54,Poisson GLMNet,0.8189339122756157,0.5126262626262627
butyrate_assembly_2021,taxon_panel,0.2,40,4,65,54,SparCC,0.9073329700695293,0.6397306397306397
butyrate_assembly_2021,taxon_panel,0.2,40,4,65,54,Mean rank,0.8386791712517393,0.5622895622895623
butyrate_assembly_2021,taxon_panel,0.2,40,4,65,54,SPIEC-EASI,0.833903133903134,0.5092592592592593
butyrate_assembly_2021,distributed_pairs,0.2,40,4,100,73,PLNNetwork,0.7930279755716905,0.589041095890411
butyrate_assembly_2021,distributed_pairs,0.2,40,4,100,73,Poisson GLMNet,0.6790459319334381,0.42871638762049724
butyrate_assembly_2021,distributed_pairs,0.2,40,4,100,73,SparCC,0.8199236718556286,0.610857432775241
butyrate_assembly_2021,distributed_pairs,0.2,40,4,100,73,Mean rank,0.7506010140606667,0.5657026889903602
butyrate_assembly_2021,distributed_pairs,0.2,40,4,100,73,SPIEC-EASI,0.7336986301369863,0.5068493150684932
butyrate_assembly_2021,taxon_panel,0.2,42,4,66,48,PLNNetwork,0.763529854104027,0.541087962962963
butyrate_assembly_2021,taxon_panel,0.2,42,4,66,48,Poisson GLMNet,0.6579224865948728,0.3668981481481482
butyrate_assembly_2021,taxon_panel,0.2,42,4,66,48,SparCC,0.7844169544947523,0.5335648148148149
butyrate_assembly_2021,taxon_panel,0.2,42,4,66,48,Mean rank,0.697824479757239,0.46469907407407407
butyrate_assembly_2021,taxon_panel,0.2,42,4,66,48,SPIEC-EASI,0.7329545454545455,0.5104166666666666
butyrate_assembly_2021,distributed_pairs,0.2,42,4,100,73,PLNNetwork,0.7967771137788919,0.5946220192795535
butyrate_assembly_2021,distributed_pairs,0.2,42,4,100,73,Poisson GLMNet,0.6719825514021535,0.41679350583460173
butyrate_assembly_2021,distributed_pairs,0.2,42,4,100,73,SparCC,0.8166366068561903,0.6037544393708777
butyrate_assembly_2021,distributed_pairs,0.2,42,4,100,73,Mean rank,0.7468489048337139,0.5570776255707762
butyrate_assembly_2021,distributed_pairs,0.2,42,4,100,73,SPIEC-EASI,0.7336986301369863,0.5068493150684932
butyrate_assembly_2021,taxon_panel,0.2,43,5,53,35,PLNNetwork,0.7326009342311227,0.5801587301587301
butyrate_assembly_2021,taxon_panel,0.2,43,5,53,35,Poisson GLMNet,0.6140438698737009,0.46031746031746035
butyrate_assembly_2021,taxon_panel,0.2,43,5,53,35,SparCC,0.7483956132321289,0.5746031746031747
butyrate_assembly_2021,taxon_panel,0.2,43,5,53,35,Mean rank,0.6951063196789091,0.542063492063492
butyrate_assembly_2021,taxon_panel,0.2,43,5,53,35,SPIEC-EASI,0.660377358490566,0.5
butyrate_assembly_2021,distributed_pairs,0.2,43,5,99,72,PLNNetwork,0.7879736607771153,0.5802469135802468
butyrate_assembly_2021,distributed_pairs,0.2,43,5,99,72,Poisson GLMNet,0.6751380446606372,0.4328703703703704
butyrate_assembly_2021,distributed_pairs,0.2,43,5,99,72,SparCC,0.8090244053871147,0.5982510288065844
butyrate_assembly_2021,distributed_pairs,0.2,43,5,99,72,Mean rank,0.745195370128893,0.5586419753086419
butyrate_assembly_2021,distributed_pairs,0.2,43,5,99,72,SPIEC-EASI,0.7310606060606061,0.5069444444444444
butyrate_assembly_2021,taxon_panel,0.2,46,6,53,31,PLNNetwork,0.6689427872960685,0.5718475073313782
butyrate_assembly_2021,taxon_panel,0.2,46,6,53,31,Poisson GLMNet,0.5519623730593143,0.4589442815249267
butyrate_assembly_2021,taxon_panel,0.2,46,6,53,31,SparCC,0.6593430491443909,0.5249266862170088
butyrate_assembly_2021,taxon_panel,0.2,46,6,53,31,Mean rank,0.5851916503333103,0.5278592375366569
butyrate_assembly_2021,taxon_panel,0.2,46,6,53,31,SPIEC-EASI,0.5849056603773585,0.5
butyrate_assembly_2021,distributed_pairs,0.2,46,6,98,71,PLNNetwork,0.7843065144180091,0.5722483046426708
butyrate_assembly_2021,distributed_pairs,0.2,46,6,98,71,Poisson GLMNet,0.6816359237710967,0.4314032342201356
butyrate_assembly_2021,distributed_pairs,0.2,46,6,98,71,SparCC,0.8080295556714971,0.5873761085028691
butyrate_assembly_2021,distributed_pairs,0.2,46,6,98,71,Mean rank,0.7387645345156681,0.5524256651017214
butyrate_assembly_2021,distributed_pairs,0.2,46,6,98,71,SPIEC-EASI,0.7283702213279678,0.5070422535211268
butyrate_assembly_2021,taxon_panel,0.2,47,4,66,49,PLNNetwork,0.8325576717294433,0.6410564225690276
butyrate_assembly_2021,taxon_panel,0.2,47,4,66,49,Poisson GLMNet,0.6787524312596179,0.37695078031212487
butyrate_assembly_2021,taxon_panel,0.2,47,4,66,49,SparCC,0.8293916731251464,0.6110444177671068
butyrate_assembly_2021,taxon_panel,0.2,47,4,66,49,Mean rank,0.7728597523848738,0.5606242496998799
butyrate_assembly_2021,taxon_panel,0.2,47,4,66,49,SPIEC-EASI,0.7424242424242424,0.5
butyrate_assembly_2021,distributed_pairs,0.2,47,4,100,73,PLNNetwork,0.7865192324259906,0.5819381024860477
butyrate_assembly_2021,distributed_pairs,0.2,47,4,100,73,Poisson GLMNet,0.674400222845529,0.415271435819381
butyrate_assembly_2021,distributed_pairs,0.2,47,4,100,73,SparCC,0.8157299359446941,0.6012176560121766
butyrate_assembly_2021,distributed_pairs,0.2,47,4,100,73,Mean rank,0.7418593220831942,0.5499746321664131
butyrate_assembly_2021,distributed_pairs,0.2,47,4,100,73,SPIEC-EASI,0.7336986301369863,0.5068493150684932
butyrate_assembly_2021,taxon_panel,0.2,48,4,66,49,PLNNetwork,0.7779291205796366,0.5456182472989196
butyrate_assembly_2021,taxon_panel,0.2,48,4,66,49,Poisson GLMNet,0.6825140177780519,0.39015606242497
butyrate_assembly_2021,taxon_panel,0.2,48,4,66,49,SparCC,0.778689266305872,0.49939975990396157
butyrate_assembly_2021,taxon_panel,0.2,48,4,66,49,Mean rank,0.7260135690602081,0.4531812725090036
butyrate_assembly_2021,taxon_panel,0.2,48,4,66,49,SPIEC-EASI,0.7476808905380334,0.5102040816326531
butyrate_assembly_2021,distributed_pairs,0.2,48,4,100,72,PLNNetwork,0.7755342437983552,0.5679563492063493
butyrate_assembly_2021,distributed_pairs,0.2,48,4,100,72,Poisson GLMNet,0.6711864022821958,0.435515873015873
butyrate_assembly_2021,distributed_pairs,0.2,48,4,100,72,SparCC,0.8084579216474345,0.6056547619047619
butyrate_assembly_2021,distributed_pairs,0.2,48,4,100,72,Mean rank,0.7363034145745623,0.5540674603174603
butyrate_assembly_2021,distributed_pairs,0.2,48,4,100,72,SPIEC-EASI,0.7238888888888888,0.5069444444444444
butyrate_assembly_2021,taxon_panel,0.2,49,3,68,51,PLNNetwork,0.7722494651107162,0.544405997693195
butyrate_assembly_2021,taxon_panel,0.2,49,3,68,51,Poisson GLMNet,0.6856254390497316,0.3973471741637831
butyrate_assembly_2021,taxon_panel,0.2,49,3,68,51,SparCC,0.8060927158425931,0.552479815455594
butyrate_assembly_2021,taxon_panel,0.2,49,3,68,51,Mean rank,0.7417979010547525,0.5121107266435986
butyrate_assembly_2021,taxon_panel,0.2,49,3,68,51,SPIEC-EASI,0.75,0.5
butyrate_assembly_2021,distributed_pairs,0.2,49,3,101,74,PLNNetwork,0.7977833765222502,0.5910910910910911
butyrate_assembly_2021,distributed_pairs,0.2,49,3,101,74,Poisson GLMNet,0.6826963147731187,0.4271771771771772
butyrate_assembly_2021,distributed_pairs,0.2,49,3,101,74,SparCC,0.831499477481744,0.6176176176176177
butyrate_assembly_2021,distributed_pairs,0.2,49,3,101,74,Mean rank,0.7628968251038049,0.5713213213213214
butyrate_assembly_2021,distributed_pairs,0.2,49,3,101,74,SPIEC-EASI,0.7362857907412362,0.5067567567567568
butyrate_assembly_2021,taxon_panel,0.2,50,4,68,47,PLNNetwork,0.7331076791238338,0.5425531914893618
butyrate_assembly_2021,taxon_panel,0.2,50,4,68,47,Poisson GLMNet,0.6504364696039042,0.4574468085106383
butyrate_assembly_2021,taxon_panel,0.2,50,4,68,47,SparCC,0.7759862299609108,0.5845997973657548
butyrate_assembly_2021,taxon_panel,0.2,50,4,68,47,Mean rank,0.7080341838739684,0.5455927051671733
butyrate_assembly_2021,taxon_panel,0.2,50,4,68,47,SPIEC-EASI,0.6911764705882353,0.5
butyrate_assembly_2021,distributed_pairs,0.2,50,4,100,73,PLNNetwork,0.7857022945405054,0.5684931506849316
butyrate_assembly_2021,distributed_pairs,0.2,50,4,100,73,Poisson GLMNet,0.6850660088495711,0.4353120243531203
butyrate_assembly_2021,distributed_pairs,0.2,50,4,100,73,SparCC,0.8110867114038798,0.5854895991882293
butyrate_assembly_2021,distributed_pairs,0.2,50,4,100,73,Mean rank,0.7403295619192409,0.5489599188229326
butyrate_assembly_2021,distributed_pairs,0.2,50,4,100,73,SPIEC-EASI,0.7336986301369863,0.5068493150684932
butyrate_assembly_2021,taxon_panel,0.2,51,7,51,36,PLNNetwork,0.8094005304657966,0.6481481481481481
butyrate_assembly_2021,taxon_panel,0.2,51,7,51,36,Poisson GLMNet,0.675165345268756,0.4194444444444444
butyrate_assembly_2021,taxon_panel,0.2,51,7,51,36,SparCC,0.8461087014749664,0.6351851851851853
butyrate_assembly_2021,taxon_panel,0.2,51,7,51,36,Mean rank,0.7872328346875804,0.587037037037037
butyrate_assembly_2021,taxon_panel,0.2,51,7,51,36,SPIEC-EASI,0.7058823529411765,0.5
butyrate_assembly_2021,distributed_pairs,0.2,51,7,97,72,PLNNetwork,0.7880885314838593,0.5483333333333333
butyrate_assembly_2021,distributed_pairs,0.2,51,7,97,72,Poisson GLMNet,0.688338469581072,0.4027777777777778
butyrate_assembly_2021,distributed_pairs,0.2,51,7,97,72,SparCC,0.8162906549775024,0.5872222222222223
butyrate_assembly_2021,distributed_pairs,0.2,51,7,97,72,Mean rank,0.7410381517388108,0.53
butyrate_assembly_2021,distributed_pairs,0.2,51,7,97,72,SPIEC-EASI,0.7458476517754868,0.5069444444444444
butyrate_assembly_2021,taxon_panel,0.2,52,4,67,50,PLNNetwork,0.7870239645290816,0.5470588235294118
butyrate_assembly_2021,taxon_panel,0.2,52,4,67,50,Poisson GLMNet,0.6795369165106826,0.40647058823529414
butyrate_assembly_2021,taxon_panel,0.2,52,4,67,50,SparCC,0.8049724250295014,0.5811764705882353
butyrate_assembly_2021,taxon_panel,0.2,52,4,67,50,Mean rank,0.7417716563771078,0.5129411764705882
butyrate_assembly_2021,taxon_panel,0.2,52,4,67,50,SPIEC-EASI,0.7513432835820896,0.51
butyrate_assembly_2021,distributed_pairs,0.2,52,4,100,73,PLNNetwork,0.792454560172547,0.5849822425164891
butyrate_assembly_2021,distributed_pairs,0.2,52,4,100,73,Poisson GLMNet,0.6779519092342752,0.42592592592592593
butyrate_assembly_2021,distributed_pairs,0.2,52,4,100,73,SparCC,0.8138549817389142,0.593607305936073
butyrate_assembly_2021,distributed_pairs,0.2,52,4,100,73,Mean rank,0.7438437238798652,0.5535261288685946
butyrate_assembly_2021,distributed_pairs,0.2,52,4,100,73,SPIEC-EASI,0.7336986301369863,0.5068493150684932
butyrate_assembly_2021,taxon_panel,0.2,53,2,71,52,PLNNetwork,0.7613125892626454,0.5637651821862348
butyrate_assembly_2021,taxon_panel,0.2,53,2,71,52,Poisson GLMNet,0.6942635705409728,0.5010121457489879
butyrate_assembly_2021,taxon_panel,0.2,53,2,71,52,SparCC,0.8284218920907633,0.624493927125506
butyrate_assembly_2021,taxon_panel,0.2,53,2,71,52,Mean rank,0.7741772365468483,0.5946356275303644
butyrate_assembly_2021,taxon_panel,0.2,53,2,71,52,SPIEC-EASI,0.7323943661971831,0.5
butyrate_assembly_2021,distributed_pairs,0.2,53,2,102,74,PLNNetwork,0.7774965858400877,0.5637065637065637
butyrate_assembly_2021,distributed_pairs,0.2,53,2,102,74,Poisson GLMNet,0.6738411418071604,0.42519305019305015
butyrate_assembly_2021,distributed_pairs,0.2,53,2,102,74,SparCC,0.8093283777396755,0.5892857142857143
butyrate_assembly_2021,distributed_pairs,0.2,53,2,102,74,Mean rank,0.7363705390720712,0.5424710424710425
butyrate_assembly_2021,distributed_pairs,0.2,53,2,102,74,SPIEC-EASI,0.7291997880233174,0.5067567567567568
butyrate_assembly_2021,taxon_panel,0.2,54,6,50,28,PLNNetwork,0.6424291735836738,0.5649350649350648
butyrate_assembly_2021,taxon_panel,0.2,54,6,50,28,Poisson GLMNet,0.4876028308975758,0.31899350649350644
butyrate_assembly_2021,taxon_panel,0.2,54,6,50,28,SparCC,0.6413879279124676,0.5357142857142857
butyrate_assembly_2021,taxon_panel,0.2,54,6,50,28,Mean rank,0.5511224630657413,0.48863636363636365
butyrate_assembly_2021,taxon_panel,0.2,54,6,50,28,SPIEC-EASI,0.56,0.5
butyrate_assembly_2021,distributed_pairs,0.2,54,6,98,71,PLNNetwork,0.7887009462485951,0.5811163275952009
butyrate_assembly_2021,distributed_pairs,0.2,54,6,98,71,Poisson GLMNet,0.6688082295562544,0.41366718831507565
butyrate_assembly_2021,distributed_pairs,0.2,54,6,98,71,SparCC,0.8063727631272952,0.5905059989567033
butyrate_assembly_2021,distributed_pairs,0.2,54,6,98,71,Mean rank,0.737085892916191,0.5419926969222744
butyrate_assembly_2021,distributed_pairs,0.2,54,6,98,71,SPIEC-EASI,0.7244897959183674,0.5
butyrate_assembly_2021,taxon_panel,0.2,55,7,49,32,PLNNetwork,0.7833984313908788,0.6452205882352942
butyrate_assembly_2021,taxon_panel,0.2,55,7,49,32,Poisson GLMNet,0.5714684580519088,0.31525735294117646
butyrate_assembly_2021,taxon_panel,0.2,55,7,49,32,SparCC,0.724320275502008,0.5404411764705882
butyrate_assembly_2021,taxon_panel,0.2,55,7,49,32,Mean rank,0.6434862917422286,0.5
butyrate_assembly_2021,taxon_panel,0.2,55,7,49,32,SPIEC-EASI,0.6639030612244897,0.515625
butyrate_assembly_2021,distributed_pairs,0.2,55,7,97,71,PLNNetwork,0.7846941018917672,0.5639219934994583
butyrate_assembly_2021,distributed_pairs,0.2,55,7,97,71,Poisson GLMNet,0.6874390043022327,0.4409534127843987
butyrate_assembly_2021,distributed_pairs,0.2,55,7,97,71,SparCC,0.8097242010769972,0.5877573131094258
butyrate_assembly_2021,distributed_pairs,0.2,55,7,97,71,Mean rank,0.7407687466805309,0.5406283856988082
butyrate_assembly_2021,distributed_pairs,0.2,55,7,97,71,SPIEC-EASI,0.7319587628865979,0.5
butyrate_assembly_2021,taxon_panel,0.2,56,6,52,31,PLNNetwork,0.6911259728030776,0.5775729646697388
butyrate_assembly_2021,taxon_panel,0.2,56,6,52,31,Poisson GLMNet,0.5334922413476899,0.42396313364055305
butyrate_assembly_2021,taxon_panel,0.2,56,6,52,31,SparCC,0.7039625209930458,0.5576036866359447
butyrate_assembly_2021,taxon_panel,0.2,56,6,52,31,Mean rank,0.6170243315632672,0.5483870967741935
butyrate_assembly_2021,taxon_panel,0.2,56,6,52,31,SPIEC-EASI,0.5961538461538461,0.5
butyrate_assembly_2021,distributed_pairs,0.2,56,6,98,72,PLNNetwork,0.7944805569666803,0.5750534188034189
butyrate_assembly_2021,distributed_pairs,0.2,56,6,98,72,Poisson GLMNet,0.6746145370815209,0.39850427350427353
butyrate_assembly_2021,distributed_pairs,0.2,56,6,98,72,SparCC,0.8053270557453173,0.5710470085470085
butyrate_assembly_2021,distributed_pairs,0.2,56,6,98,72,Mean rank,0.7367249115795045,0.5253739316239316
butyrate_assembly_2021,distributed_pairs,0.2,56,6,98,72,SPIEC-EASI,0.7383786848072562,0.5069444444444444
butyrate_assembly_2021,taxon_panel,0.2,57,7,51,32,PLNNetwork,0.7538711746642126,0.618421052631579
butyrate_assembly_2021,taxon_panel,0.2,57,7,51,32,Poisson GLMNet,0.5294864874154546,0.28125000000000006
butyrate_assembly_2021,taxon_panel,0.2,57,7,51,32,SparCC,0.7112259426158063,0.549342105263158
butyrate_assembly_2021,taxon_panel,0.2,57,7,51,32,Mean rank,0.6050753768305013,0.4671052631578948
butyrate_assembly_2021,taxon_panel,0.2,57,7,51,32,SPIEC-EASI,0.6390931372549019,0.515625
butyrate_assembly_2021,distributed_pairs,0.2,57,7,97,70,PLNNetwork,0.7792912461696693,0.5603174603174603
butyrate_assembly_2021,distributed_pairs,0.2,57,7,97,70,Poisson GLMNet,0.6638627160698661,0.40661375661375665
butyrate_assembly_2021,distributed_pairs,0.2,57,7,97,70,SparCC,0.8118349715380432,0.5984126984126984
butyrate_assembly_2021,distributed_pairs,0.2,57,7,97,70,Mean rank,0.7300396007021148,0.5391534391534392
butyrate_assembly_2021,distributed_pairs,0.2,57,7,97,70,SPIEC-EASI,0.7256259204712813,0.5071428571428571
butyrate_assembly_2021,taxon_panel,0.2,58,4,69,58,PLNNetwork,0.8616546545666852,0.505485893416928
butyrate_assembly_2021,taxon_panel,0.2,58,4,69,58,Poisson GLMNet,0.8560845423482368,0.5705329153605015
butyrate_assembly_2021,taxon_panel,0.2,58,4,69,58,SparCC,0.9044585663529684,0.6128526645768024
butyrate_assembly_2021,taxon_panel,0.2,58,4,69,58,Mean rank,0.8537390435554446,0.5869905956112853
butyrate_assembly_2021,taxon_panel,0.2,58,4,69,58,SPIEC-EASI,0.8433283358320839,0.5086206896551724
butyrate_assembly_2021,distributed_pairs,0.2,58,4,100,73,PLNNetwork,0.7888840511437596,0.5730593607305936
butyrate_assembly_2021,distributed_pairs,0.2,58,4,100,73,Poisson GLMNet,0.6923326058138572,0.44571283612379503
butyrate_assembly_2021,distributed_pairs,0.2,58,4,100,73,SparCC,0.8117519590348574,0.5981735159817351
butyrate_assembly_2021,distributed_pairs,0.2,58,4,100,73,Mean rank,0.7470192651015302,0.5601217656012177
butyrate_assembly_2021,distributed_pairs,0.2,58,4,100,73,SPIEC-EASI,0.73,0.5
butyrate_assembly_2021,taxon_panel,0.2,61,4,66,56,PLNNetwork,0.8671819588870846,0.49464285714285716
butyrate_assembly_2021,taxon_panel,0.2,61,4,66,56,Poisson GLMNet,0.8522342356497368,0.5616071428571429
butyrate_assembly_2021,taxon_panel,0.2,61,4,66,56,SparCC,0.9222754136445429,0.625
butyrate_assembly_2021,taxon_panel,0.2,61,4,66,56,Mean rank,0.8828571145816639,0.5705357142857144
butyrate_assembly_2021,taxon_panel,0.2,61,4,66,56,SPIEC-EASI,0.8511904761904763,0.5089285714285714
butyrate_assembly_2021,distributed_pairs,0.2,61,4,100,73,PLNNetwork,0.7852983569551195,0.5682394723490614
butyrate_assembly_2021,distributed_pairs,0.2,61,4,100,73,Poisson GLMNet,0.6727560941649077,0.4150177574835109
butyrate_assembly_2021,distributed_pairs,0.2,61,4,100,73,SparCC,0.8105430377209033,0.5859969558599696
butyrate_assembly_2021,distributed_pairs,0.2,61,4,100,73,Mean rank,0.7353828390006856,0.5342465753424658
butyrate_assembly_2021,distributed_pairs,0.2,61,4,100,73,SPIEC-EASI,0.7336986301369863,0.5068493150684932
butyrate_assembly_2021,taxon_panel,0.2,62,4,64,54,PLNNetwork,0.8785373147703589,0.5555555555555556
butyrate_assembly_2021,taxon_panel,0.2,62,4,64,54,Poisson GLMNet,0.8588069338826039,0.5592592592592592
butyrate_assembly_2021,taxon_panel,0.2,62,4,64,54,SparCC,0.908204604140314,0.6148148148148147
butyrate_assembly_2021,taxon_panel,0.2,62,4,64,54,Mean rank,0.8674483247864719,0.6083333333333333
butyrate_assembly_2021,taxon_panel,0.2,62,4,64,54,SPIEC-EASI,0.8466435185185185,0.5092592592592593
butyrate_assembly_2021,distributed_pairs,0.2,62,4,100,74,PLNNetwork,0.7929167997303957,0.5699064449064448
butyrate_assembly_2021,distributed_pairs,0.2,62,4,100,74,Poisson GLMNet,0.6790781866004441,0.4051455301455301
butyrate_assembly_2021,distributed_pairs,0.2,62,4,100,74,SparCC,0.8187080331663144,0.5893970893970893
butyrate_assembly_2021,distributed_pairs,0.2,62,4,100,74,Mean rank,0.7440279551500278,0.5317047817047816
butyrate_assembly_2021,distributed_pairs,0.2,62,4,100,74,SPIEC-EASI,0.7435135135135135,0.5067567567567568
butyrate_assembly_2021,taxon_panel,0.2,64,7,49,42,PLNNetwork,0.8865011117957314,0.47959183673469397
butyrate_assembly_2021,taxon_panel,0.2,64,7,49,42,Poisson GLMNet,0.8829640464261275,0.5221088435374149
butyrate_assembly_2021,taxon_panel,0.2,64,7,49,42,SparCC,0.8908110397319674,0.5408163265306123
butyrate_assembly_2021,taxon_panel,0.2,64,7,49,42,Mean rank,0.8690848730725892,0.5255102040816326
butyrate_assembly_2021,taxon_panel,0.2,64,7,49,42,SPIEC-EASI,0.8571428571428571,0.5
butyrate_assembly_2021,distributed_pairs,0.2,64,7,97,69,PLNNetwork,0.7765339995759111,0.5807453416149069
butyrate_assembly_2021,distributed_pairs,0.2,64,7,97,69,Poisson GLMNet,0.6530877134098143,0.4109730848861283
butyrate_assembly_2021,distributed_pairs,0.2,64,7,97,69,SparCC,0.8046489892042228,0.6112836438923395
butyrate_assembly_2021,distributed_pairs,0.2,64,7,97,69,Mean rank,0.7172785780972917,0.5564182194616978
butyrate_assembly_2021,distributed_pairs,0.2,64,7,97,69,SPIEC-EASI,0.71552368145824,0.5072463768115942
butyrate_assembly_2021,taxon_panel,0.2,65,3,67,47,PLNNetwork,0.7894188797463692,0.6106382978723404
butyrate_assembly_2021,taxon_panel,0.2,65,3,67,47,Poisson GLMNet,0.6504722331487136,0.4010638297872341
butyrate_assembly_2021,taxon_panel,0.2,65,3,67,47,SparCC,0.8055563670004265,0.6170212765957447
butyrate_assembly_2021,taxon_panel,0.2,65,3,67,47,Mean rank,0.7500558360604284,0.5606382978723404
butyrate_assembly_2021,taxon_panel,0.2,65,3,67,47,SPIEC-EASI,0.7014925373134329,0.5
butyrate_assembly_2021,distributed_pairs,0.2,65,3,101,74,PLNNetwork,0.8026585594290273,0.5985985985985987
