analysis_set,repeat,fold,budget_label,budget_pairs,training_positives,training_neutrals,test_pairs,test_positives,selected_setting,supervised_auprc,onenet_auprc,auprc_difference,supervised_auroc,onenet_auroc
carlstrom_phyllosphere_2019,19,4,10,10,1,9,198,24,lambda=0.01,0.093379639972344,0.09043487928421111,0.0029447606881328886,0.3670977011494253,0.3427921455938697
carlstrom_phyllosphere_2019,19,4,20,20,3,17,198,24,lambda=10,0.12215867910675929,0.09043487928421111,0.03172379982254818,0.4643199233716475,0.3427921455938697
carlstrom_phyllosphere_2019,19,4,50,50,4,46,198,24,lambda=0.01,0.1881312802293704,0.09043487928421111,0.09769640094515929,0.47102490421455945,0.3427921455938697
carlstrom_phyllosphere_2019,19,4,100,100,8,92,198,24,lambda=0.01,0.22158486677918954,0.09043487928421111,0.13114998749497842,0.5656130268199234,0.3427921455938697
carlstrom_phyllosphere_2019,19,4,200,200,24,176,198,24,lambda=0.01,0.19551796073097022,0.09043487928421111,0.10508308144675911,0.5969827586206897,0.3427921455938697
carlstrom_phyllosphere_2019,19,4,500,500,63,437,198,24,lambda=0.01,0.2577995839173509,0.09043487928421111,0.1673647046331398,0.6772030651340996,0.3427921455938697
carlstrom_phyllosphere_2019,19,4,maximum,791,99,692,198,24,lambda=0.1,0.23631639550936873,0.09043487928421111,0.1458815162251576,0.6846264367816092,0.3427921455938697
carlstrom_phyllosphere_2019,19,5,10,10,0,10,197,24,lambda=0.01,0.16944669964781053,0.1323329024403716,0.03711379720743893,0.569364161849711,0.48566955684007707
carlstrom_phyllosphere_2019,19,5,20,20,0,20,197,24,lambda=0.01,0.16944669964781053,0.1323329024403716,0.03711379720743893,0.569364161849711,0.48566955684007707
carlstrom_phyllosphere_2019,19,5,50,50,3,47,197,24,lambda=10,0.1652575444518409,0.1323329024403716,0.0329246420114693,0.569364161849711,0.48566955684007707
carlstrom_phyllosphere_2019,19,5,100,100,8,92,197,24,lambda=0.1,0.2963424969525045,0.1323329024403716,0.16400959451213287,0.6678709055876686,0.48566955684007707
carlstrom_phyllosphere_2019,19,5,200,200,22,178,197,24,lambda=0.1,0.35566469805617484,0.1323329024403716,0.22333179561580324,0.6551059730250481,0.48566955684007707
carlstrom_phyllosphere_2019,19,5,500,500,68,432,197,24,lambda=0.1,0.3419056421441023,0.1323329024403716,0.2095727397037307,0.6914739884393063,0.48566955684007707
carlstrom_phyllosphere_2019,19,5,maximum,792,99,693,197,24,lambda=0.01,0.36745211494504815,0.1323329024403716,0.23511921250467654,0.7109826589595376,0.48566955684007707
carlstrom_phyllosphere_2019,20,1,10,10,1,9,198,25,lambda=0.01,0.12932410858602422,0.13606731904908015,-0.006743210463055926,0.4758381502890173,0.5109826589595375
carlstrom_phyllosphere_2019,20,1,20,20,1,19,198,25,lambda=0.01,0.12932410858602422,0.13606731904908015,-0.006743210463055926,0.4758381502890173,0.5109826589595375
carlstrom_phyllosphere_2019,20,1,50,50,2,48,198,25,lambda=10,0.12932410858602422,0.13606731904908015,-0.006743210463055926,0.4758381502890173,0.5109826589595375
carlstrom_phyllosphere_2019,20,1,100,100,8,92,198,25,lambda=0.01,0.18467043310253672,0.13606731904908015,0.048603114053456575,0.5722543352601155,0.5109826589595375
carlstrom_phyllosphere_2019,20,1,200,200,21,179,198,25,lambda=10,0.13417999409061374,0.13606731904908015,-0.0018873249584664131,0.5176878612716763,0.5109826589595375
carlstrom_phyllosphere_2019,20,1,500,500,64,436,198,25,lambda=0.1,0.3704162525250941,0.13606731904908015,0.23434893347601393,0.652485549132948,0.5109826589595375
carlstrom_phyllosphere_2019,20,1,maximum,791,98,693,198,25,lambda=0.1,0.35223025298796445,0.13606731904908015,0.2161629339388843,0.6698265895953758,0.5109826589595375
carlstrom_phyllosphere_2019,20,2,10,10,2,8,198,25,lambda=10,0.12472240006627144,0.1286703112789901,-0.003947911212718647,0.4945664739884393,0.5165317919075144
carlstrom_phyllosphere_2019,20,2,20,20,6,14,198,25,lambda=10,0.16057254862880502,0.1286703112789901,0.03190223734981493,0.5854335260115606,0.5165317919075144
carlstrom_phyllosphere_2019,20,2,50,50,9,41,198,25,lambda=1,0.218234227544739,0.1286703112789901,0.08956391626574892,0.6291329479768786,0.5165317919075144
carlstrom_phyllosphere_2019,20,2,100,100,14,86,198,25,lambda=0.01,0.19674509331203427,0.1286703112789901,0.06807478203304418,0.5514450867052023,0.5165317919075144
carlstrom_phyllosphere_2019,20,2,200,200,22,178,198,25,lambda=0.01,0.1674751222569732,0.1286703112789901,0.038804810977983106,0.6305202312138728,0.5165317919075144
carlstrom_phyllosphere_2019,20,2,500,500,55,445,198,25,lambda=0.01,0.175775646732947,0.1286703112789901,0.0471053354539569,0.6436994219653179,0.5165317919075144
carlstrom_phyllosphere_2019,20,2,maximum,791,98,693,198,25,lambda=0.01,0.20095296739128343,0.1286703112789901,0.07228265611229334,0.6679768786127167,0.5165317919075144
carlstrom_phyllosphere_2019,20,3,10,10,2,8,198,25,lambda=10,0.16155090499071142,0.12250454051480068,0.03904636447591074,0.45317919075144514,0.37236994219653186
carlstrom_phyllosphere_2019,20,3,20,20,2,18,198,25,lambda=10,0.16155090499071142,0.12250454051480068,0.03904636447591074,0.45317919075144514,0.37236994219653186
carlstrom_phyllosphere_2019,20,3,50,50,4,46,198,25,lambda=10,0.17997176192567987,0.12250454051480068,0.05746722141087919,0.496878612716763,0.37236994219653186
carlstrom_phyllosphere_2019,20,3,100,100,5,95,198,25,lambda=10,0.18647647685101015,0.12250454051480068,0.06397193633620947,0.48901734104046246,0.37236994219653186
carlstrom_phyllosphere_2019,20,3,200,200,22,178,198,25,lambda=10,0.17940930788056628,0.12250454051480068,0.05690476736576559,0.4767630057803469,0.37236994219653186
carlstrom_phyllosphere_2019,20,3,500,500,56,444,198,25,lambda=0.01,0.2900934481984191,0.12250454051480068,0.1675889076836184,0.7107514450867052,0.37236994219653186
carlstrom_phyllosphere_2019,20,3,maximum,791,98,693,198,25,lambda=0.1,0.3417536229148731,0.12250454051480068,0.2192490824000724,0.7304046242774567,0.37236994219653186
carlstrom_phyllosphere_2019,20,4,10,10,2,8,198,24,lambda=10,0.14629276249000928,0.12386416720639787,0.022428595283611408,0.5035919540229885,0.5104166666666666
carlstrom_phyllosphere_2019,20,4,20,20,3,17,198,24,lambda=10,0.2433695655697622,0.12386416720639787,0.11950539836336432,0.5399904214559387,0.5104166666666666
carlstrom_phyllosphere_2019,20,4,50,50,8,42,198,24,lambda=1,0.3338169133982969,0.12386416720639787,0.20995274619189902,0.665948275862069,0.5104166666666666
carlstrom_phyllosphere_2019,20,4,100,100,19,81,198,24,lambda=0.01,0.3716981910065126,0.12386416720639787,0.2478340238001147,0.6340996168582375,0.5104166666666666
carlstrom_phyllosphere_2019,20,4,200,200,28,172,198,24,lambda=0.1,0.31927819109122935,0.12386416720639787,0.19541402388483148,0.6537356321839081,0.5104166666666666
carlstrom_phyllosphere_2019,20,4,500,500,71,429,198,24,lambda=0.01,0.32556385262169113,0.12386416720639787,0.20169968541529326,0.7095306513409961,0.5104166666666666
carlstrom_phyllosphere_2019,20,4,maximum,791,99,692,198,24,lambda=0.01,0.2862910501638228,0.12386416720639787,0.1624268829574249,0.6920498084291188,0.5104166666666666
carlstrom_phyllosphere_2019,20,5,10,10,1,9,197,24,lambda=0.01,0.11019396056666607,0.10999075163351064,0.00020320893315542432,0.45183044315992293,0.40763487475915217
carlstrom_phyllosphere_2019,20,5,20,20,1,19,197,24,lambda=0.01,0.11019396056666607,0.10999075163351064,0.00020320893315542432,0.45183044315992293,0.40763487475915217
carlstrom_phyllosphere_2019,20,5,50,50,5,45,197,24,lambda=0.01,0.19247875761691652,0.10999075163351064,0.08248800598340587,0.6310211946050097,0.40763487475915217
carlstrom_phyllosphere_2019,20,5,100,100,13,87,197,24,lambda=1,0.17323361007676294,0.10999075163351064,0.0632428584432523,0.605009633911368,0.40763487475915217
carlstrom_phyllosphere_2019,20,5,200,200,27,173,197,24,lambda=0.01,0.2414089256739694,0.10999075163351064,0.13141817404045875,0.6596820809248556,0.40763487475915217
carlstrom_phyllosphere_2019,20,5,500,500,59,441,197,24,lambda=0.1,0.20789849334909477,0.10999075163351064,0.09790774171558413,0.654383429672447,0.40763487475915217
carlstrom_phyllosphere_2019,20,5,maximum,792,99,693,197,24,lambda=0.1,0.22659204022097557,0.10999075163351064,0.11660128858746492,0.6878612716763006,0.40763487475915217
